Gender,Total Count,Sch_Div
Other,1,Greenbrier Middle Chesapeake City Public Schools
Female,307,Greenbrier Primary Chesapeake City Public Schools
Male,369,Greenbrier Primary Chesapeake City Public Schools
Female,264,Hickory Elementary Chesapeake City Public Schools
Male,299,Hickory Elementary Chesapeake City Public Schools
Female,806,Hickory High Chesapeake City Public Schools
Male,808,Hickory High Chesapeake City Public Schools
Female,647,Hickory Middle Chesapeake City Public Schools
Male,686,Hickory Middle Chesapeake City Public Schools
Female,639,Hugo A. Owens Middle Chesapeake City Public Schools
Male,680,Hugo A. Owens Middle Chesapeake City Public Schools
Female,830,Indian River High Chesapeake City Public Schools
Male,863,Indian River High Chesapeake City Public Schools
Other,2,Indian River High Chesapeake City Public Schools
Female,350,Indian River Middle Chesapeake City Public Schools
Male,392,Indian River Middle Chesapeake City Public Schools
Other,1,Indian River Middle Chesapeake City Public Schools
Female,345,Jolliff Middle Chesapeake City Public Schools
Male,353,Jolliff Middle Chesapeake City Public Schools
Female,121,Norfolk Highlands Primary Chesapeake City Public Schools
Male,152,Norfolk Highlands Primary Chesapeake City Public Schools
Female,"1,113",Oscar F. Smith High Chesapeake City Public Schools
Male,"1,154",Oscar F. Smith High Chesapeake City Public Schools
Other,1,Oscar F. Smith High Chesapeake City Public Schools
Female,493,Oscar Smith Middle Chesapeake City Public Schools
Male,534,Oscar Smith Middle Chesapeake City Public Schools
Other,1,Oscar Smith Middle Chesapeake City Public Schools
Female,294,Portlock Primary Chesapeake City Public Schools
Male,289,Portlock Primary Chesapeake City Public Schools
Female,160,Rena B. Wright Primary Chesapeake City Public Schools
Male,132,Rena B. Wright Primary Chesapeake City Public Schools
Other,1,Rena B. Wright Primary Chesapeake City Public Schools
Female,397,Southeastern Elementary Chesapeake City Public Schools
Male,431,Southeastern Elementary Chesapeake City Public Schools
Female,261,Southwestern Elementary Chesapeake City Public Schools
Male,287,Southwestern Elementary Chesapeake City Public Schools
Female,245,Sparrow Road Intermediate Chesapeake City Public Schools
Male,234,Sparrow Road Intermediate Chesapeake City Public Schools
Female,217,Thurgood Marshall Elementary Chesapeake City Public Schools
Male,212,Thurgood Marshall Elementary Chesapeake City Public Schools
Other,1,Thurgood Marshall Elementary Chesapeake City Public Schools
Female,115,Truitt Intermediate Chesapeake City Public Schools
Male,148,Truitt Intermediate Chesapeake City Public Schools
Female,"1,071",Western Branch High Chesapeake City Public Schools
Male,"1,063",Western Branch High Chesapeake City Public Schools
Female,364,Western Branch Intermediate Chesapeake City Public Schools
Male,377,Western Branch Intermediate Chesapeake City Public Schools
Female,443,Western Branch Middle Chesapeake City Public Schools
Male,467,Western Branch Middle Chesapeake City Public Schools
Female,380,Western Branch Primary Chesapeake City Public Schools
Male,369,Western Branch Primary Chesapeake City Public Schools
Female,354,A.M. Davis Elementary Chesterfield County Public Schools
Male,358,A.M. Davis Elementary Chesterfield County Public Schools
Female,322,Alberta Smith Elementary Chesterfield County Public Schools
Male,305,Alberta Smith Elementary Chesterfield County Public Schools
Female,732,Bailey Bridge Middle Chesterfield County Public Schools
Male,837,Bailey Bridge Middle Chesterfield County Public Schools
Female,240,Bellwood Elementary Chesterfield County Public Schools
Male,249,Bellwood Elementary Chesterfield County Public Schools
Female,297,Bensley Elementary Chesterfield County Public Schools
Male,316,Bensley Elementary Chesterfield County Public Schools
Female,268,Bettie Weaver Elementary Chesterfield County Public Schools
Male,314,Bettie Weaver Elementary Chesterfield County Public Schools
Female,486,Beulah Elementary Chesterfield County Public Schools
Male,481,Beulah Elementary Chesterfield County Public Schools
Female,282,Bon Air Elementary Chesterfield County Public Schools
Male,309,Bon Air Elementary Chesterfield County Public Schools
Female,333,C.C. Wells Elementary Chesterfield County Public Schools
Male,309,C.C. Wells Elementary Chesterfield County Public Schools
Female,325,C.E. Curtis Elementary Chesterfield County Public Schools
Male,349,C.E. Curtis Elementary Chesterfield County Public Schools
Female,84,Carver College and Career Academy Chesterfield County Public Schools
Male,126,Carver College and Career Academy Chesterfield County Public Schools
Female,554,Carver Middle Chesterfield County Public Schools
Male,523,Carver Middle Chesterfield County Public Schools
Female,166,Chester Early Childhood Learning Academy Chesterfield County Public Schools
Male,179,Chester Early Childhood Learning Academy Chesterfield County Public Schools
Female,382,Clover Hill Elementary Chesterfield County Public Schools
Male,402,Clover Hill Elementary Chesterfield County Public Schools
Female,836,Clover Hill High Chesterfield County Public Schools
Male,960,Clover Hill High Chesterfield County Public Schools
Female,"1,253",Cosby High Chesterfield County Public Schools
Male,"1,078",Cosby High Chesterfield County Public Schools
Female,279,Crestwood Elementary Chesterfield County Public Schools
Male,309,Crestwood Elementary Chesterfield County Public Schools
Female,380,Ecoff Elementary Chesterfield County Public Schools
Male,360,Ecoff Elementary Chesterfield County Public Schools
Female,620,Elizabeth Davis Middle Chesterfield County Public Schools
Male,658,Elizabeth Davis Middle Chesterfield County Public Schools
Female,356,Elizabeth Scott Elementary Chesterfield County Public Schools
Male,430,Elizabeth Scott Elementary Chesterfield County Public Schools
Female,346,Enon Elementary Chesterfield County Public Schools
Male,405,Enon Elementary Chesterfield County Public Schools
Female,234,Ettrick Elementary Chesterfield County Public Schools
Male,256,Ettrick Elementary Chesterfield County Public Schools
Female,404,Evergreen Elementary Chesterfield County Public Schools
Male,460,Evergreen Elementary Chesterfield County Public Schools
Female,378,Falling Creek Elementary Chesterfield County Public Schools
Male,415,Falling Creek Elementary Chesterfield County Public Schools
Female,715,Falling Creek Middle Chesterfield County Public Schools
Male,754,Falling Creek Middle Chesterfield County Public Schools
Female,417,Grange Hall Elementary Chesterfield County Public Schools
Male,469,Grange Hall Elementary Chesterfield County Public Schools
Female,215,Greenfield Elementary Chesterfield County Public Schools
Male,277,Greenfield Elementary Chesterfield County Public Schools
Female,208,Harrowgate Elementary Chesterfield County Public Schools
Male,249,Harrowgate Elementary Chesterfield County Public Schools
Female,364,Hopkins Road Elementary Chesterfield County Public Schools
Male,379,Hopkins Road Elementary Chesterfield County Public Schools
Female,382,J.A. Chalkley Elementary Chesterfield County Public Schools
Male,432,J.A. Chalkley Elementary Chesterfield County Public Schools
Female,406,J.B. Watkins Elementary Chesterfield County Public Schools
Male,385,J.B. Watkins Elementary Chesterfield County Public Schools
Female,409,J.G. Hening Elementary Chesterfield County Public Schools
Male,408,J.G. Hening Elementary Chesterfield County Public Schools
Female,333,Jacobs Road Elementary Chesterfield County Public Schools
Male,362,Jacobs Road Elementary Chesterfield County Public Schools
Female,955,James River High Chesterfield County Public Schools
Male,965,James River High Chesterfield County Public Schools
Female,795,Lloyd C. Bird High Chesterfield County Public Schools
Male,"1,025",Lloyd C. Bird High Chesterfield County Public Schools
Female,"1,041",Manchester High Chesterfield County Public Schools
Male,"1,173",Manchester High Chesterfield County Public Schools
Female,547,Manchester Middle Chesterfield County Public Schools
Male,579,Manchester Middle Chesterfield County Public Schools
Female,321,Marguerite F. Christian Elementary Chesterfield County Public Schools
Male,331,Marguerite F. Christian Elementary Chesterfield County Public Schools
Female,283,Matoaca Elementary Chesterfield County Public Schools
Male,292,Matoaca Elementary Chesterfield County Public Schools
Female,799,Matoaca High Chesterfield County Public Schools
Male,853,Matoaca High Chesterfield County Public Schools
Female,445,Matoaca Middle Chesterfield County Public Schools
Male,474,Matoaca Middle Chesterfield County Public Schools
Female,"1,016",Meadowbrook High Chesterfield County Public Schools
Male,"1,076",Meadowbrook High Chesterfield County Public Schools
Female,"1,005",Midlothian High Chesterfield County Public Schools
Male,989,Midlothian High Chesterfield County Public Schools
Female,693,Midlothian Middle Chesterfield County Public Schools
Male,660,Midlothian Middle Chesterfield County Public Schools
Female,848,Monacan High Chesterfield County Public Schools
Male,764,Monacan High Chesterfield County Public Schools
Female,251,O.B. Gates Elementary Chesterfield County Public Schools
Male,304,O.B. Gates Elementary Chesterfield County Public Schools
Female,454,Old Hundred Elementary Chesterfield County Public Schools
Male,452,Old Hundred Elementary Chesterfield County Public Schools
Female,300,Providence Elementary Chesterfield County Public Schools
Male,326,Providence Elementary Chesterfield County Public Schools
Female,524,Providence Middle Chesterfield County Public Schools
Male,524,Providence Middle Chesterfield County Public Schools
Female,257,Reams Road Elementary Chesterfield County Public Schools
Male,303,Reams Road Elementary Chesterfield County Public Schools
Female,323,Robious Elementary Chesterfield County Public Schools
Male,340,Robious Elementary Chesterfield County Public Schools
Female,547,Robious Middle Chesterfield County Public Schools
Male,606,Robious Middle Chesterfield County Public Schools
Female,255,Salem Church Elementary Chesterfield County Public Schools
Male,263,Salem Church Elementary Chesterfield County Public Schools
Female,443,Salem Church Middle Chesterfield County Public Schools
Male,448,Salem Church Middle Chesterfield County Public Schools
Female,417,Spring Run Elementary Chesterfield County Public Schools
