Sch_Div,Disadvantaged,Total Count
Greensville County High Greensville County Public Schools,Y,378
Greensville Elementary Greensville County Public Schools,N,346
Greensville Elementary Greensville County Public Schools,Y,458
Greenville Elementary Fauquier County Public Schools,N,452
Greenville Elementary Fauquier County Public Schools,Y,42
Greenwood Elementary Henrico County Public Schools,N,339
Greenwood Elementary Henrico County Public Schools,Y,250
Greenwood Mill Elementary Frederick County Public Schools,N,408
Greenwood Mill Elementary Frederick County Public Schools,Y,186
Gretna Elementary Pittsylvania County Public Schools,N,188
Gretna Elementary Pittsylvania County Public Schools,Y,276
Gretna High Pittsylvania County Public Schools,N,248
Gretna High Pittsylvania County Public Schools,Y,306
Gretna Middle Pittsylvania County Public Schools,N,166
Gretna Middle Pittsylvania County Public Schools,Y,240
Grove Park Preschool Danville City Public Schools,N,118
Grove Park Preschool Danville City Public Schools,Y,
Groveton Elementary Fairfax County Public Schools,N,285
Groveton Elementary Fairfax County Public Schools,Y,468
Grundy High Buchanan County Public Schools,N,177
Grundy High Buchanan County Public Schools,Y,178
Guilford Elementary Loudoun County Public Schools,N,82
Guilford Elementary Loudoun County Public Schools,Y,463
Gunston Elementary Fairfax County Public Schools,N,345
Gunston Elementary Fairfax County Public Schools,Y,191
Gunston Middle Arlington County Public Schools,N,682
Gunston Middle Arlington County Public Schools,Y,503
Guy K. Stump Elementary Augusta County Public Schools,N,264
Guy K. Stump Elementary Augusta County Public Schools,Y,165
H.H. Poole Middle Stafford County Public Schools,N,715
H.H. Poole Middle Stafford County Public Schools,Y,282
H.M. Pearson Elementary Fauquier County Public Schools,N,247
H.M. Pearson Elementary Fauquier County Public Schools,Y,126
Halifax County High Halifax County Public Schools,N,698
Halifax County High Halifax County Public Schools,Y,732
Halifax County Middle Halifax County Public Schools,N,426
Halifax County Middle Halifax County Public Schools,Y,596
Halley Elementary Fairfax County Public Schools,N,351
Halley Elementary Fairfax County Public Schools,Y,242
Hamilton Elementary Loudoun County Public Schools,N,136
Hamilton Elementary Loudoun County Public Schools,Y,23
Hamilton Holmes Middle King William County Public Schools,N,275
Hamilton Holmes Middle King William County Public Schools,Y,194
Hampton High Hampton City Public Schools,N,634
Hampton High Hampton City Public Schools,Y,702
Hampton Oaks Elementary Stafford County Public Schools,N,650
Hampton Oaks Elementary Stafford County Public Schools,Y,217
Hanover High Hanover County Public Schools,N,"1,207"
Hanover High Hanover County Public Schools,Y,257
Hardin Reynolds Memorial School Patrick County Public Schools,N,88
Hardin Reynolds Memorial School Patrick County Public Schools,Y,129
Harding Avenue Elementary Montgomery County Public Schools,N,236
Harding Avenue Elementary Montgomery County Public Schools,Y,36
Hardy Elementary Isle of Wight County Public Schools,N,327
Hardy Elementary Isle of Wight County Public Schools,Y,202
Harmony Middle Loudoun County Public Schools,N,967
Harmony Middle Loudoun County Public Schools,Y,117
Harold Macon Ratcliffe Elementary Henrico County Public Schools,N,106
Harold Macon Ratcliffe Elementary Henrico County Public Schools,Y,320
Harper Park Middle Loudoun County Public Schools,N,639
Harper Park Middle Loudoun County Public Schools,Y,279
Harrington Waddell Elementary Lexington City Public Schools,N,229
Harrington Waddell Elementary Lexington City Public Schools,Y,97
Harrison Road Elementary Spotsylvania County Public Schools,N,306
Harrison Road Elementary Spotsylvania County Public Schools,Y,408
Harrisonburg High Harrisonburg City Public Schools,N,756
Harrisonburg High Harrisonburg City Public Schools,Y,"1,168"
Harrowgate Elementary Chesterfield County Public Schools,N,218
Harrowgate Elementary Chesterfield County Public Schools,Y,239
Harry E. James Elementary Hopewell City Public Schools,N,172
Harry E. James Elementary Hopewell City Public Schools,Y,366
Hartwood Elementary Stafford County Public Schools,N,443
Hartwood Elementary Stafford County Public Schools,Y,147
Harvie Elementary Henrico County Public Schools,N,173
Harvie Elementary Henrico County Public Schools,Y,342
Haycock Elementary Fairfax County Public Schools,N,860
Haycock Elementary Fairfax County Public Schools,Y,30
Hayfield Elementary Fairfax County Public Schools,N,557
Hayfield Elementary Fairfax County Public Schools,Y,103
Hayfield Secondary Fairfax County Public Schools,N,"2,072"
Hayfield Secondary Fairfax County Public Schools,Y,"1,026"
Haymarket Elementary Prince William County Public Schools,N,737
Haymarket Elementary Prince William County Public Schools,Y,128
Henderson Middle Richmond City Public Schools,N,101
Henderson Middle Richmond City Public Schools,Y,330
Henrico High Henrico County Public Schools,N,514
Henrico High Henrico County Public Schools,Y,900
Henry Clay Elementary Hanover County Public Schools,N,230
Henry Clay Elementary Hanover County Public Schools,Y,136
Henry D. Ward Elementary Henrico County Public Schools,N,186
Henry D. Ward Elementary Henrico County Public Schools,Y,315
Henry Elementary Franklin County Public Schools,N,84
Henry Elementary Franklin County Public Schools,Y,77
Henry Marsh III Elementary Richmond City Public Schools,N,50
Henry Marsh III Elementary Richmond City Public Schools,Y,424
Herbert J. Saunders Middle Prince William County Public Schools,N,748
Herbert J. Saunders Middle Prince William County Public Schools,Y,444
Heritage Elementary Lynchburg City Public Schools,N,121
Heritage Elementary Lynchburg City Public Schools,Y,327
Heritage High Loudoun County Public Schools,N,"1,082"
Heritage High Loudoun County Public Schools,Y,409
Heritage High Lynchburg City Public Schools,N,450
Heritage High Lynchburg City Public Schools,Y,616
Heritage High Newport News City Public Schools,N,335
Heritage High Newport News City Public Schools,Y,834
Herman L. Horn Elementary Roanoke County Public Schools,N,221
Herman L. Horn Elementary Roanoke County Public Schools,Y,182
Hermitage Elementary Virginia Beach City Public Schools,N,313
Hermitage Elementary Virginia Beach City Public Schools,Y,184
Hermitage High Henrico County Public Schools,N,537
Hermitage High Henrico County Public Schools,Y,"1,085"
Herndon Elementary Fairfax County Public Schools,N,271
Herndon Elementary Fairfax County Public Schools,Y,492
Herndon High Fairfax County Public Schools,N,"1,142"
Herndon High Fairfax County Public Schools,Y,"1,178"
Herndon Middle Fairfax County Public Schools,N,451
Herndon Middle Fairfax County Public Schools,Y,624
Hickory Elementary Chesapeake City Public Schools,N,451
Hickory Elementary Chesapeake City Public Schools,Y,112
Hickory High Chesapeake City Public Schools,N,"1,412"
Hickory High Chesapeake City Public Schools,Y,202
Hickory Middle Chesapeake City Public Schools,N,"1,120"
Hickory Middle Chesapeake City Public Schools,Y,213
Hidden Valley High Roanoke County Public Schools,N,664
Hidden Valley High Roanoke County Public Schools,Y,157
Hidden Valley Middle Roanoke County Public Schools,N,439
Hidden Valley Middle Roanoke County Public Schools,Y,118
Hidenwood Elementary Newport News City Public Schools,N,208
Hidenwood Elementary Newport News City Public Schools,Y,336
High Point Elementary Washington County Public Schools,N,338
High Point Elementary Washington County Public Schools,Y,205
Highland Elementary Highland County Public Schools,N,47
Highland Elementary Highland County Public Schools,Y,45
Highland High Highland County Public Schools,N,50
Highland High Highland County Public Schools,Y,36
Highland Park Elementary Roanoke City Public Schools,N,164
Highland Park Elementary Roanoke City Public Schools,Y,212
Highland Springs Elementary Henrico County Public Schools,N,96
Highland Springs Elementary Henrico County Public Schools,Y,442
Highland Springs High Henrico County Public Schools,N,681
Highland Springs High Henrico County Public Schools,Y,"1,342"
Highland View Elementary Bristol City Public Schools,N,39
Highland View Elementary Bristol City Public Schools,Y,142
Hilda J. Barbour Elementary Warren County Public Schools,N,266
Hilda J. Barbour Elementary Warren County Public Schools,Y,171
Hillpoint Elementary Suffolk City Public Schools,N,434
Hillpoint Elementary Suffolk City Public Schools,Y,286
Hillsboro Charter Academy Loudoun County Public Schools,N,143
Hillsboro Charter Academy Loudoun County Public Schools,Y,
Hillside Elementary Loudoun County Public Schools,N,494
Hillside Elementary Loudoun County Public Schools,Y,69
Hillsville Elementary Carroll County Public Schools,N,194
Hillsville Elementary Carroll County Public Schools,Y,280
Hilton Elementary Newport News City Public Schools,N,247
Hilton Elementary Newport News City Public Schools,Y,131
Hilton Elementary Scott County Public Schools,Y,151
Hodges Manor Elementary Portsmouth City Public Schools,N,248
Hodges Manor Elementary Portsmouth City Public Schools,Y,234
Hoffman-Boston Elementary Arlington County Public Schools,N,336
Hoffman-Boston Elementary Arlington County Public Schools,Y,230
Holland Elementary Virginia Beach City Public Schools,N,161
Holland Elementary Virginia Beach City Public Schools,Y,298
Hollin Meadows Elementary Fairfax County Public Schools,N,255
Hollin Meadows Elementary Fairfax County Public Schools,Y,362
Hollymead Elementary Albemarle County Public Schools,N,300
Hollymead Elementary Albemarle County Public Schools,Y,42
Holman Middle Henrico County Public Schools,N,579
Holman Middle Henrico County Public Schools,Y,278
Holmes Middle Fairfax County Public Schools,N,376
Holmes Middle Fairfax County Public Schools,Y,541
Holston High Washington County Public Schools,N,142
Holston High Washington County Public Schools,Y,130
Homer L. Hines Middle Newport News City Public Schools,N,346
Homer L. Hines Middle Newport News City Public Schools,Y,606
Honaker Elementary Russell County Public Schools,N,149
Honaker Elementary Russell County Public Schools,Y,436
Honaker High Russell County Public Schools,N,192
Honaker High Russell County Public Schools,Y,269
Honey Run Elementary Shenandoah County Public Schools,N,253
Honey Run Elementary Shenandoah County Public Schools,Y,298
Hopewell High Hopewell City Public Schools,N,171
Hopewell High Hopewell City Public Schools,Y,996
Hopkins Road Elementary Chesterfield County Public Schools,N,317
Hopkins Road Elementary Chesterfield County Public Schools,Y,426
Horizon Elementary Loudoun County Public Schools,N,395
Horizon Elementary Loudoun County Public Schools,Y,91
Hovatter Elementary Loudoun County Public Schools,N,"1,031"
Hovatter Elementary Loudoun County Public Schools,Y,22
Huddleston Elementary Bedford County Public Schools,N,83
Huddleston Elementary Bedford County Public Schools,Y,134
Hugh Mercer Elementary Fredericksburg City Public Schools,N,391
Hugh Mercer Elementary Fredericksburg City Public Schools,Y,482
Hughes Middle Fairfax County Public Schools,N,582
Hughes Middle Fairfax County Public Schools,Y,394
Hugo A. Owens Middle Chesapeake City Public Schools,N,914
Hugo A. Owens Middle Chesapeake City Public Schools,Y,405
Huguenot High Richmond City Public Schools,N,664
Huguenot High Richmond City Public Schools,Y,675
Hungary Creek Middle Henrico County Public Schools,N,554
Hungary Creek Middle Henrico County Public Schools,Y,316
Hunt Valley Elementary Fairfax County Public Schools,N,598
Hunt Valley Elementary Fairfax County Public Schools,Y,69
Hunter B. Andrews Hampton City Public Schools,N,491
Hunter B. Andrews Hampton City Public Schools,Y,635
Hunters Woods Elementary School for the Arts and Sciences Fairfax County Public Schools,N,538
Hunters Woods Elementary School for the Arts and Sciences Fairfax County Public Schools,Y,197
Huntington Middle Newport News City Public Schools,N,42
Huntington Middle Newport News City Public Schools,Y,240
Hurley Elementary/Middle Buchanan County Public Schools,N,131
Hurley Elementary/Middle Buchanan County Public Schools,Y,234
Hurley High Buchanan County Public Schools,N,81
Hurley High Buchanan County Public Schools,Y,122
Hurt Park Elementary Roanoke City Public Schools,N,62
Hurt Park Elementary Roanoke City Public Schools,Y,278
Hutchison Elementary Fairfax County Public Schools,N,245
Hutchison Elementary Fairfax County Public Schools,Y,822
