Disabled,Total Count,Sch_Div
Y,83,Pearson's Corner Elementary Hanover County Public Schools
N,449,Pole Green Elementary Hanover County Public Schools
Y,68,Pole Green Elementary Hanover County Public Schools
N,456,Rural Point Elementary Hanover County Public Schools
Y,101,Rural Point Elementary Hanover County Public Schools
N,428,South Anna Elementary Hanover County Public Schools
Y,47,South Anna Elementary Hanover County Public Schools
N,323,Washington-Henry Elementary Hanover County Public Schools
Y,44,Washington-Henry Elementary Hanover County Public Schools
N,501,Bluestone Elementary Harrisonburg City Public Schools
Y,54,Bluestone Elementary Harrisonburg City Public Schools
N,"1,761",Harrisonburg High Harrisonburg City Public Schools
Y,163,Harrisonburg High Harrisonburg City Public Schools
N,408,Keister Elementary Harrisonburg City Public Schools
Y,35,Keister Elementary Harrisonburg City Public Schools
N,641,Skyline Middle Harrisonburg City Public Schools
Y,90,Skyline Middle Harrisonburg City Public Schools
N,682,Smithland Elementary Harrisonburg City Public Schools
Y,109,Smithland Elementary Harrisonburg City Public Schools
N,441,Spotswood Elementary Harrisonburg City Public Schools
Y,41,Spotswood Elementary Harrisonburg City Public Schools
N,441,Stone Spring Elementary Harrisonburg City Public Schools
Y,73,Stone Spring Elementary Harrisonburg City Public Schools
N,626,Thomas Harrison Middle Harrisonburg City Public Schools
Y,70,Thomas Harrison Middle Harrisonburg City Public Schools
N,469,Waterman Elementary Harrisonburg City Public Schools
Y,55,Waterman Elementary Harrisonburg City Public Schools
N,269,Anthony P. Mehfoud Elementary Henrico County Public Schools
Y,54,Anthony P. Mehfoud Elementary Henrico County Public Schools
N,423,Arthur Ashe Jr. Elementary Henrico County Public Schools
Y,83,Arthur Ashe Jr. Elementary Henrico County Public Schools
N,935,Brookland Middle Henrico County Public Schools
Y,194,Brookland Middle Henrico County Public Schools
N,491,Cashell Donahoe Elementary Henrico County Public Schools
Y,58,Cashell Donahoe Elementary Henrico County Public Schools
N,274,Chamberlayne Elementary Henrico County Public Schools
Y,43,Chamberlayne Elementary Henrico County Public Schools
N,364,Charles M. Johnson Elementary Henrico County Public Schools
Y,53,Charles M. Johnson Elementary Henrico County Public Schools
N,638,Colonial Trail Elementary Henrico County Public Schools
Y,47,Colonial Trail Elementary Henrico County Public Schools
N,274,Crestview Elementary Henrico County Public Schools
Y,56,Crestview Elementary Henrico County Public Schools
N,440,David A. Kaechele Elementary Henrico County Public Schools
Y,55,David A. Kaechele Elementary Henrico County Public Schools
N,"1,860",Deep Run High Henrico County Public Schools
Y,166,Deep Run High Henrico County Public Schools
N,"1,643",Douglas S. Freeman High Henrico County Public Schools
Y,203,Douglas S. Freeman High Henrico County Public Schools
N,550,Dumbarton Elementary Henrico County Public Schools
Y,52,Dumbarton Elementary Henrico County Public Schools
N,480,Echo Lake Elementary Henrico County Public Schools
Y,57,Echo Lake Elementary Henrico County Public Schools
N,710,Elizabeth Holladay Elementary Henrico County Public Schools
Y,68,Elizabeth Holladay Elementary Henrico County Public Schools
N,571,Elko Middle Henrico County Public Schools
Y,158,Elko Middle Henrico County Public Schools
N,322,Fair Oaks Elementary Henrico County Public Schools
Y,75,Fair Oaks Elementary Henrico County Public Schools
N,892,Fairfield Middle Henrico County Public Schools
Y,179,Fairfield Middle Henrico County Public Schools
N,485,Gayton Elementary Henrico County Public Schools
Y,61,Gayton Elementary Henrico County Public Schools
N,351,George F. Baker Elementary Henrico County Public Schools
Y,56,George F. Baker Elementary Henrico County Public Schools
N,"1,024",George H. Moody Middle Henrico County Public Schools
Y,73,George H. Moody Middle Henrico County Public Schools
N,515,Glen Allen Elementary Henrico County Public Schools
Y,71,Glen Allen Elementary Henrico County Public Schools
N,"1,846",Glen Allen High Henrico County Public Schools
Y,198,Glen Allen High Henrico County Public Schools
N,425,Glen Lea Elementary Henrico County Public Schools
Y,54,Glen Lea Elementary Henrico County Public Schools
N,522,Greenwood Elementary Henrico County Public Schools
Y,67,Greenwood Elementary Henrico County Public Schools
N,363,Harold Macon Ratcliffe Elementary Henrico County Public Schools
Y,63,Harold Macon Ratcliffe Elementary Henrico County Public Schools
N,430,Harvie Elementary Henrico County Public Schools
Y,85,Harvie Elementary Henrico County Public Schools
N,"1,179",Henrico High Henrico County Public Schools
Y,235,Henrico High Henrico County Public Schools
N,423,Henry D. Ward Elementary Henrico County Public Schools
Y,78,Henry D. Ward Elementary Henrico County Public Schools
N,"1,344",Hermitage High Henrico County Public Schools
Y,278,Hermitage High Henrico County Public Schools
N,461,Highland Springs Elementary Henrico County Public Schools
Y,77,Highland Springs Elementary Henrico County Public Schools
N,"1,685",Highland Springs High Henrico County Public Schools
Y,338,Highland Springs High Henrico County Public Schools
N,770,Holman Middle Henrico County Public Schools
Y,87,Holman Middle Henrico County Public Schools
N,744,Hungary Creek Middle Henrico County Public Schools
Y,126,Hungary Creek Middle Henrico County Public Schools
N,464,Jackson Davis Elementary Henrico County Public Schools
Y,62,Jackson Davis Elementary Henrico County Public Schools
N,416,Jacob L. Adams Elementary Henrico County Public Schools
Y,52,Jacob L. Adams Elementary Henrico County Public Schools
N,"1,608",John Randolph Tucker High Henrico County Public Schools
Y,228,John Randolph Tucker High Henrico County Public Schools
N,691,John Rolfe Middle Henrico County Public Schools
Y,194,John Rolfe Middle Henrico County Public Schools
N,637,L. Douglas Wilder Middle Henrico County Public Schools
Y,105,L. Douglas Wilder Middle Henrico County Public Schools
N,405,Laburnum Elementary Henrico County Public Schools
Y,57,Laburnum Elementary Henrico County Public Schools
N,345,Lakeside Elementary Henrico County Public Schools
Y,60,Lakeside Elementary Henrico County Public Schools
N,392,Longdale Elementary Henrico County Public Schools
Y,94,Longdale Elementary Henrico County Public Schools
N,482,Maude Trevvett Elementary Henrico County Public Schools
Y,46,Maude Trevvett Elementary Henrico County Public Schools
N,538,Maybeury Elementary Henrico County Public Schools
Y,61,Maybeury Elementary Henrico County Public Schools
N,"1,658",Mills E. Godwin High Henrico County Public Schools
Y,198,Mills E. Godwin High Henrico County Public Schools
N,310,Montrose Elementary Henrico County Public Schools
Y,48,Montrose Elementary Henrico County Public Schools
N,506,Nuckols Farm Elementary Henrico County Public Schools
Y,63,Nuckols Farm Elementary Henrico County Public Schools
N,293,Pemberton Elementary Henrico County Public Schools
Y,54,Pemberton Elementary Henrico County Public Schools
N,440,Pinchbeck Elementary Henrico County Public Schools
Y,48,Pinchbeck Elementary Henrico County Public Schools
N,752,Pocahontas Middle Henrico County Public Schools
Y,70,Pocahontas Middle Henrico County Public Schools
N,892,Quioccasin Middle Henrico County Public Schools
Y,158,Quioccasin Middle Henrico County Public Schools
N,359,R.C. Longan Elementary Henrico County Public Schools
Y,63,R.C. Longan Elementary Henrico County Public Schools
N,416,Ridge Elementary Henrico County Public Schools
Y,36,Ridge Elementary Henrico County Public Schools
N,730,Rivers Edge Elementary Henrico County Public Schools
Y,40,Rivers Edge Elementary Henrico County Public Schools
N,405,Ruby F. Carver Elementary Henrico County Public Schools
Y,65,Ruby F. Carver Elementary Henrico County Public Schools
N,151,Sandston Elementary Henrico County Public Schools
Y,35,Sandston Elementary Henrico County Public Schools
N,318,Seven Pines Elementary Henrico County Public Schools
Y,49,Seven Pines Elementary Henrico County Public Schools
N,523,Shady Grove Elementary Henrico County Public Schools
Y,66,Shady Grove Elementary Henrico County Public Schools
N,517,Short Pump Elementary Henrico County Public Schools
Y,39,Short Pump Elementary Henrico County Public Schools
N,"1,025",Short Pump Middle Henrico County Public Schools
Y,100,Short Pump Middle Henrico County Public Schools
N,440,Skipwith Elementary Henrico County Public Schools
Y,55,Skipwith Elementary Henrico County Public Schools
N,527,Springfield Park Elementary Henrico County Public Schools
Y,73,Springfield Park Elementary Henrico County Public Schools
N,241,Three Chopt Elementary Henrico County Public Schools
Y,44,Three Chopt Elementary Henrico County Public Schools
N,529,Tuckahoe Elementary Henrico County Public Schools
Y,77,Tuckahoe Elementary Henrico County Public Schools
N,959,Tuckahoe Middle Henrico County Public Schools
Y,112,Tuckahoe Middle Henrico County Public Schools
N,503,Twin Hickory Elementary Henrico County Public Schools
Y,46,Twin Hickory Elementary Henrico County Public Schools
N,204,Varina Elementary Henrico County Public Schools
Y,35,Varina Elementary Henrico County Public Schools
N,"1,205",Varina High Henrico County Public Schools
Y,326,Varina High Henrico County Public Schools
N,335,Axton Elementary Henry County Public Schools
Y,43,Axton Elementary Henry County Public Schools
N,912,Bassett High Henry County Public Schools
Y,183,Bassett High Henry County Public Schools
N,224,Campbell Court Elementary Henry County Public Schools
Y,50,Campbell Court Elementary Henry County Public Schools
N,355,Drewry Mason Elementary Henry County Public Schools
Y,53,Drewry Mason Elementary Henry County Public Schools
N,695,Fieldale-Collinsville Middle Henry County Public Schools
Y,144,Fieldale-Collinsville Middle Henry County Public Schools
N,376,G.W. Carver Elementary Henry County Public Schools
Y,77,G.W. Carver Elementary Henry County Public Schools
N,680,Laurel Park Middle Henry County Public Schools
Y,128,Laurel Park Middle Henry County Public Schools
N,932,Magna Vista High Henry County Public Schools
Y,151,Magna Vista High Henry County Public Schools
N,547,Meadow View Elementary Henry County Public Schools
Y,111,Meadow View Elementary Henry County Public Schools
N,257,Mount Olivet Elementary Henry County Public Schools
Y,34,Mount Olivet Elementary Henry County Public Schools
N,205,Rich Acres Elementary Henry County Public Schools
Y,47,Rich Acres Elementary Henry County Public Schools
N,188,Sanville Elementary Henry County Public Schools
Y,40,Sanville Elementary Henry County Public Schools
N,200,Stanleytown Elementary Henry County Public Schools
Y,58,Stanleytown Elementary Henry County Public Schools
N,74,Highland Elementary Highland County Public Schools
Y,18,Highland Elementary Highland County Public Schools
N,75,Highland High Highland County Public Schools
Y,11,Highland High Highland County Public Schools
N,688,Carter G. Woodson Middle Hopewell City Public Schools
Y,167,Carter G. Woodson Middle Hopewell City Public Schools
N,501,Dupont Elementary Hopewell City Public Schools
Y,112,Dupont Elementary Hopewell City Public Schools
N,419,Harry E. James Elementary Hopewell City Public Schools
Y,119,Harry E. James Elementary Hopewell City Public Schools
N,982,Hopewell High Hopewell City Public Schools
Y,185,Hopewell High Hopewell City Public Schools
N,492,Patrick Copeland Elementary Hopewell City Public Schools
Y,110,Patrick Copeland Elementary Hopewell City Public Schools
N,263,Woodlawn Pre-School Learning Center Hopewell City Public Schools
Y,39,Woodlawn Pre-School Learning Center Hopewell City Public Schools
N,564,Carrollton Elementary Isle of Wight County Public Schools
Y,72,Carrollton Elementary Isle of Wight County Public Schools
N,217,Carrsville Elementary Isle of Wight County Public Schools
Y,25,Carrsville Elementary Isle of Wight County Public Schools
N,312,Georgie D. Tyler Middle Isle of Wight County Public Schools
Y,65,Georgie D. Tyler Middle Isle of Wight County Public Schools
N,480,Hardy Elementary Isle of Wight County Public Schools
Y,49,Hardy Elementary Isle of Wight County Public Schools
N,"1,167",Smithfield High Isle of Wight County Public Schools
Y,171,Smithfield High Isle of Wight County Public Schools
N,542,Smithfield Middle Isle of Wight County Public Schools
Y,82,Smithfield Middle Isle of Wight County Public Schools
N,608,Westside Elementary Isle of Wight County Public Schools
Y,116,Westside Elementary Isle of Wight County Public Schools
N,505,Windsor Elementary Isle of Wight County Public Schools
Y,94,Windsor Elementary Isle of Wight County Public Schools
